name,response
Kerberos User Enumeration,"SEARCH Windows Security events with Event ID 4768 (Kerberos TGT requests) within the chosen time range
| PARSE fields needed for analysis: timestamp, src_ip, dest, TargetUserName, Status
| FILTER records where Status equals 0x6 (user does not exist)
| FILTER records where TargetUserName does not end with ""$"" (exclude machine accounts)
| DERIVE time_bucket as the timestamp rounded down to 2-minute intervals
| GROUP records BY time_bucket, src_ip
| COMPUTE per group: unique_accounts = distinct_count(TargetUserName), tried_accounts = set(TargetUserName), dest_hosts = set(dest)
| COMPUTE per src_ip across all time_buckets: comp_avg = average(unique_accounts), comp_std = standard_deviation(unique_accounts), and associate these metrics back to each group for that src_ip
| DERIVE upperBound = comp_avg + (3 * comp_std)
| DERIVE isOutlier = 1 if unique_accounts > 10 AND unique_accounts >= upperBound, else 0
| FILTER records where isOutlier equals 1
| APPLY any environment-specific suppression lists or allowlists to remove known benign sources or activities (optional)
| OUTPUT time_bucket, src_ip, unique_accounts, tried_accounts, dest_hosts, comp_avg, comp_std, upperBound, isOutlier"
Linux Hardware Addition SwapOff,"SEARCH process execution events from endpoint telemetry over the desired time range
| FILTER events where process_name equals ""swapoff""
| GROUP records BY action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product AND COMPUTE count as event_count, minimum event_time as firstTime, maximum event_time as lastTime
| DERIVE firstTime_readable by converting firstTime to a human-readable timestamp
| APPLY environment-specific allowlist or suppression rules for this analytic if available
| OUTPUT all grouping fields plus event_count, firstTime, firstTime_readable, lastTime"
CMD Carry Out String Command Parameter,
Linux RPM Privilege Escalation,"SEARCH process execution events from endpoint or OS audit telemetry containing: timestamp, host/device, process_name, process_path, process_executable, process_command_line, process"
Linux Auditd Clipboard Data Copy,"SEARCH Linux Auditd Execve process execution events with fields: host, comm, exe, execve_command, argc, timestamp
| FILTER events where execve_command contains any of [""xclip"", ""clipboard""]
| FILTER events where execve_command also contains any of [""-o"", ""-selection "", ""-sel ""]
| DERIVE dest = host, process_name = comm, process = exe
| GROUP events by dest, execve_command, argc
| COMPUTE count = number of events, firstTime = minimum timestamp, lastTime = maximum timestamp for each group
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY allowlist or environment-specific suppression to remove known benign clipboard automation
| OUTPUT fields: dest, execve_command, argc, count, firstTime, lastTime"
Windows Service Stop Win Updates,"SEARCH Windows System event logs
| FILTER event_id equals 7040
| PARSE fields: event_time, Computer, Error_Code, service_name, start_mode, param1, param2, param3, param4
| FILTER (service_name in [""Update Orchestrator Service for Windows Update"", ""WaaSMedicSvc"", ""Windows Update""] OR param1 in [""UsoSvc"", ""WaaSMedicSvc"", ""wuauserv""])
| FILTER (param3 equals ""disabled"" OR start_mode equals ""disabled"")
| GROUP BY Computer, Error_Code, service_name, start_mode, param1, param2, param3, param4 AGGREGATE count as event_count, min(event_time) as firstTime, max(event_time) as lastTime
| DERIVE dest = Computer
| DERIVE firstTimeReadable = human_readable(firstTime), lastTimeReadable = human_readable(lastTime)
| APPLY optional environment-specific allowlist to exclude known benign hosts or services
| OUTPUT dest, Error_Code, service_name, start_mode, param1, param2, param3, param4, event_count, firstTime, lastTime, firstTimeReadable, lastTimeReadable"
Windows AD Dangerous User ACL Modification,"SEARCH data from Windows Security Audit logs where event_id equals 5136 and object_class equals ""user""
| PARSE each event to extract at least: timestamp, operation_type, attribute_value, object_class, object_dn, op_correlation_id, source_user, subject_logon_id, object_sid (if present), and target_sid within ACE strings
| GROUP events by object_class, object_dn, op_correlation_id, source_user, subject_logon_id and
  - DERIVE earliest_timestamp as the minimum timestamp in the group
  - DERIVE old_value as the set of attribute_value entries where operation_type indicates ""value removed""
  - DERIVE new_value as the set of attribute_value entries where operation_type indicates ""value added""
| PARSE from old_value"
Windows Exfiltration Over C2 Via Powershell UploadString,"SEARCH PowerShell Script Block Logging events
| FILTER EventCode equals 4104
| FILTER ScriptBlockText contains ""Net.webclient"" AND ScriptBlockText contains ""UploadString""
| APPLY replace nulls with empty values on fields: dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| GROUP BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE event_count = number of events, firstTime = earliest event timestamp, lastTime = latest event timestamp per group
| FORMAT firstTime and lastTime as human-readable datetimes
| APPLY environment-specific exclusion filters to remove known benign matches
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, event_count, firstTime, lastTime"
Windows Svchost.exe Parent Process Anomaly,
Linux Preload Hijack Library Calls,"SEARCH endpoint process execution events on Linux within the desired time range | FILTER records where the process command line contains the substring ""LD_PRELOAD"" | GROUP records by the following attributes (one result per unique combination): action, host, original_file_name, parent_process_command_line, parent_process_executable, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_command_line, process_executable, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user_name, user_id, product | COMPUTE event_count for each group, first_seen_time = minimum event time in group, last_seen_time = maximum event time in group | COMPUTE first_seen_readable = convert first_seen_time to human-readable timestamp, last_seen_readable = convert last_seen_time to human-readable timestamp | APPLY allowlist"
Windows Multiple NTLM Null Domain Authentications,
Windows Sensitive Registry Hive Dump Via CommandLine,
Linux Busybox Privilege Escalation,"SEARCH endpoint process creation events from Linux hosts within the chosen time range |
PARSE fields: timestamp, host, vendor_product, action, user, user_id, process_name, process_path, process_executable, process_id, process_guid, process_hash, process_command_line, original_file_name, parent_process_name, parent_process_path, parent_process_executable, parent_process_id, parent_process_guid, parent_process_command_line, process_integrity_level |
FILTER where operating_system equals Linux (if available) |
FILTER where action indicates a process start/creation event |
FILTER where process_command_line contains ""busybox"" (case-insensitive) |
FILTER where process_command_line also contains ""sh"" (case-insensitive) |
FILTER where process_command_line also contains ""sudo"" (case-insensitive) |
GROUP by host, action, original_file_name, parent_process_command_line, parent_process_executable, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_command_line, process_executable, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product |
COMPUTE count = number of events per group, first_seen_time = minimum(timestamp), last_seen_time = maximum(timestamp) |
FORMAT first_seen_time and last_seen_time as human-readable strings |
APPLY environment-specific allowlists or suppression rules to remove known legitimate BusyBox with sudo usage (if defined) |
OUTPUT the grouped fields with count, first_seen_time, and last_seen_time"
Windows Registry Dotnet ETW Disabled Via ENV Variable,"SEARCH endpoint registry modification events (e.g., Sysmon Event ID 13) with fields: timestamp, action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status, user, vendor_product | FILTER registry_path contains ""\Environment"" | FILTER registry_value_name equals ""COMPlus_ETWEnabled"" | FILTER registry_value_data equals 0 OR equals ""0x000000000"" OR numerically equals 0 | FILTER registry_value_data IS NOT NULL | GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry"
Crowdstrike Admin With Duplicate Password,
Windows Remote Management Execute Shell,"SEARCH Windows process creation events within the selected time range from sources: Sysmon (Event ID 1) and Windows Security (Event ID 4688)
| PARSE each event to extract fields: timestamp, host/destination, vendor_product, action, user, user_id, process_name, process_path, process_id, process_guid, process_hash, process_integrity_level, process_command_line, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_exec, parent_process_command_line
| FILTER events where parent_process_name equals ""winrshost.exe""
| FILTER remaining events where process_name equals ""cmd.exe"" OR process_name contains the substring ""powershell"" (case-insensitive)
| GROUP the filtered events by: host/destination, vendor_product, action, user, user_id, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_exec, parent_process_command_line, process_name, process_path, process_id, process_guid, process_hash, process_integrity_level, process_command_line, original_file_name
| DERIVE firstTime as the minimum timestamp per group and lastTime as the maximum timestamp per group
| FORMAT firstTime and lastTime as human-readable timestamps
| OUTPUT one record per group with all grouped fields plus firstTime and lastTime"
